treatmentid	sampleid	Dose	Response
Quizartinib	141110	0.00998	76.31
Quizartinib	141110	0.02992	68.31
Quizartinib	141110	0.0798	80.52
Quizartinib	141110	0.1995	57.13
Quizartinib	141110	0.5087	70.56
Quizartinib	141110	0.9975	39.78
Quizartinib	141110	2.993	52.88
Quizartinib	141110	7.98	74.53
Quizartinib	141110	19.95	26.17
Quizartinib	141110	49.88	44.41
Quizartinib	150017	0.0021	98.61
Quizartinib	150017	0.00519	98.83
Quizartinib	150017	0.00998	98.99
Quizartinib	150017	0.02992	99.08
Quizartinib	150017	0.0798	101.29
Quizartinib	150017	0.1995	97.31
Quizartinib	150017	0.5087	87.96
Quizartinib	150017	0.9975	80.26
Quizartinib	150017	2.993	90.81
Quizartinib	150017	7.98	87.07
Quizartinib	150017	19.95	66.59
Quizartinib	150017	49.88	48.13
Quizartinib	141059	0.0021	91.42
Quizartinib	141059	0.00519	86.24
Quizartinib	141059	0.00998	102.4
Quizartinib	141059	0.02992	95.46
Quizartinib	141059	0.0798	102.4
Quizartinib	141059	0.1995	98.87
Quizartinib	141059	0.5087	79.42
Quizartinib	141059	0.9975	74.6
Quizartinib	141059	2.993	59.07
Quizartinib	141059	7.98	53.64
Quizartinib	141059	19.95	48.32
Quizartinib	141059	49.88	41.62
Quizartinib	140630	0.0021	88.03
Quizartinib	140630	0.00519	99.87
Quizartinib	140630	0.00998	90.42
Quizartinib	140630	0.02992	105.94
Quizartinib	140630	0.0798	79.71
Quizartinib	140630	0.1995	82.75
Quizartinib	140630	0.5087	56.56
Quizartinib	140630	0.9975	69.92
Quizartinib	140630	2.993	53.22
Quizartinib	140630	7.98	44.4
Quizartinib	140630	19.95	47
Quizartinib	140630	49.88	32.89
Quizartinib	140690	0.0021	93.92
Quizartinib	140690	0.00519	98.78
Quizartinib	140690	0.00998	99.1
Quizartinib	140690	0.02992	85.23
Quizartinib	140690	0.0798	77.2
Quizartinib	140690	0.1995	57.1
Quizartinib	140690	0.5087	38.49
Quizartinib	140690	0.9975	33.52
Quizartinib	140690	2.993	26.8
Quizartinib	140690	7.98	20.02
Quizartinib	140690	19.95	22.87
Quizartinib	140690	49.88	16.25
Quizartinib	140699	0.0021	98.44
Quizartinib	140699	0.00519	109.95
Quizartinib	140699	0.00998	97.11
Quizartinib	140699	0.02992	101.19
Quizartinib	140699	0.0798	92.25
Quizartinib	140699	0.1995	92.8
Quizartinib	140699	0.499	96.62
Quizartinib	140699	0.5087	91.05
Quizartinib	140699	1.5	83.34
Quizartinib	140699	3.99	71.83
Quizartinib	140699	9.98	69.89
Quizartinib	140699	24.9	63.73
Quizartinib	140743	0.0021	96.08
Quizartinib	140743	0.00519	100.53
Quizartinib	140743	0.00998	104.55
Quizartinib	140743	0.02992	80.75
Quizartinib	140743	0.0798	98.36
Quizartinib	140743	0.1995	89.71
Quizartinib	140743	0.499	109.95
Quizartinib	140743	0.5087	77.32
Quizartinib	140743	1.5	88.66
Quizartinib	140743	3.99	84.51
Quizartinib	140743	9.98	57.07
Quizartinib	140743	24.9	60.4
Quizartinib	140915	0.0021	120.18
Quizartinib	140915	0.00519	99.87
Quizartinib	140915	0.00998	73.15
Quizartinib	140915	0.02992	56.59
Quizartinib	140915	0.0798	96.93
Quizartinib	140915	0.1995	75.13
Quizartinib	140915	0.499	90.68
Quizartinib	140915	0.5087	70.79
Quizartinib	140915	1.5	65.84
Quizartinib	140915	3.99	56.91
Quizartinib	140915	9.98	47.05
Quizartinib	140915	24.9	32.01
Quizartinib	140877	0.0021	75.69
Quizartinib	140877	0.00519	79.79
Quizartinib	140877	0.00998	79.45
Quizartinib	140877	0.02992	64.14
Quizartinib	140877	0.0798	55.35
Quizartinib	140877	0.1995	45.12
Quizartinib	140877	0.499	39.27
Quizartinib	140877	0.5087	38.94
Quizartinib	140877	1.5	18.62
Quizartinib	140877	3.99	7.79
Quizartinib	140877	9.98	6.22
Quizartinib	140877	24.9	6.63
Quizartinib	140932	0.0021	86.22
Quizartinib	140932	0.00519	96.73
Quizartinib	140932	0.00998	84.16
Quizartinib	140932	0.02992	72.23
Quizartinib	140932	0.0798	86.64
Quizartinib	140932	0.1995	59.39
Quizartinib	140932	0.499	64.19
Quizartinib	140932	0.5087	68.02
Quizartinib	140932	1.5	47.48
Quizartinib	140932	3.99	24.08
Quizartinib	140932	9.98	29.05
Quizartinib	140932	24.9	20.65
Quizartinib	140972	0.0021	104.17
Quizartinib	140972	0.00519	80.77
Quizartinib	140972	0.00998	72.28
Quizartinib	140972	0.02992	85.84
Quizartinib	140972	0.0798	66.67
Quizartinib	140972	0.1995	58.01
Quizartinib	140972	0.499	61.95
Quizartinib	140972	0.5087	66.29
Quizartinib	140972	1.5	48.66
Quizartinib	140972	3.99	53.6
Quizartinib	140972	9.98	41.79
Quizartinib	140972	24.9	37.38
Quizartinib	150099	0.0021	92.17
Quizartinib	150099	0.00519	86.45
Quizartinib	150099	0.00998	91.86
Quizartinib	150099	0.02992	76.72
Quizartinib	150099	0.0798	66.84
Quizartinib	150099	0.1995	34.99
Quizartinib	150099	0.499	33.67
Quizartinib	150099	0.5087	39.72
Quizartinib	150099	1.5	25.42
Quizartinib	150099	3.99	22.5
Quizartinib	150099	9.98	17.29
Quizartinib	150099	24.9	18.78
Quizartinib	140699	0.0021	63.73
Quizartinib	140699	0.00519	81.94
Quizartinib	140699	0.00998	77.07
Quizartinib	140699	0.02992	93.39
Quizartinib	140699	0.0798	79.88
Quizartinib	140699	0.1995	68.21
Quizartinib	140699	0.4988	61.49
Quizartinib	140699	0.5087	57.4
Quizartinib	140699	1.496	41.19
Quizartinib	140699	3.99	50.83
Quizartinib	140699	9.975	20.11
Quizartinib	140699	24.94	39.13
Quizartinib	140743	0.0021	67.12
Quizartinib	140743	0.00519	67.12
Quizartinib	140743	0.00998	117.02
Quizartinib	140743	0.02992	103.71
Quizartinib	140743	0.0798	112.86
Quizartinib	140743	0.1995	110.92
Quizartinib	140743	0.4988	56.55
Quizartinib	140743	0.5087	126.27
Quizartinib	140743	1.496	45.48
Quizartinib	140743	3.99	33.18
Quizartinib	140743	9.975	44.16
Quizartinib	140743	24.94	21.29
Quizartinib	140786	0.002095	82.46
Quizartinib	140786	0.005187	91.86
Quizartinib	140786	0.009975	99.08
Quizartinib	140786	0.02992	127
Quizartinib	140786	0.0798	90.74
Quizartinib	140786	0.1995	85.94
Quizartinib	140786	0.499	130.8
Quizartinib	140786	0.5087	95.34
Quizartinib	140786	1.5	86.86
Quizartinib	140786	3.99	59.21
Quizartinib	140786	9.98	41.41
Quizartinib	140786	24.9	49.62
Quizartinib	140877	0.0021	54.89
Quizartinib	140877	0.00519	93.42
Quizartinib	140877	0.00998	101.55
Quizartinib	140877	0.02992	96.22
Quizartinib	140877	0.0798	64.15
Quizartinib	140877	0.1995	47.25
Quizartinib	140877	0.4988	47.88
Quizartinib	140877	0.5087	46.08
Quizartinib	140877	1.496	24.47
Quizartinib	140877	3.99	9.66
Quizartinib	140877	9.975	8.25
Quizartinib	140877	24.94	5.15
Quizartinib	140915	0.002095	69.63
Quizartinib	140915	0.005187	60.51
Quizartinib	140915	0.009975	67.99
Quizartinib	140915	0.02992	87.99
Quizartinib	140915	0.0798	60.55
Quizartinib	140915	0.1995	63.02
Quizartinib	140915	0.4988	53.66
Quizartinib	140915	0.5087	48.15
Quizartinib	140915	1.496	46.18
Quizartinib	140915	3.99	32.46
Quizartinib	140915	9.975	20.06
Quizartinib	140915	24.94	22.36
Quizartinib	140932	0.002095	78.55
Quizartinib	140932	0.005187	80.39
Quizartinib	140932	0.009975	99.84
Quizartinib	140932	0.02992	70.72
Quizartinib	140932	0.0798	69.88
Quizartinib	140932	0.1995	49.58
Quizartinib	140932	0.4988	34.11
Quizartinib	140932	0.5087	55.44
Quizartinib	140932	1.496	38.03
Quizartinib	140932	3.99	19.94
Quizartinib	140932	9.975	16.52
Quizartinib	140932	24.94	8.48
Quizartinib	140884	0.0021	76.09
Quizartinib	140884	0.00519	84.78
Quizartinib	140884	0.00998	100.1
Quizartinib	140884	0.02992	63.59
Quizartinib	140884	0.0798	105.84
Quizartinib	140884	0.1995	89.82
Quizartinib	140884	0.4988	65.66
Quizartinib	140884	0.5087	79.72
Quizartinib	140884	1.496	46.14
Quizartinib	140884	3.99	39.09
Quizartinib	140884	9.975	24.48
Quizartinib	140884	24.94	22.51
Quizartinib	140918	0.0021	116.5
Quizartinib	140918	0.00519	112.67
Quizartinib	140918	0.00998	114.62
Quizartinib	140918	0.02992	122.47
Quizartinib	140918	0.0798	109.41
Quizartinib	140918	0.1995	94.6
Quizartinib	140918	0.4988	86.3
Quizartinib	140918	0.5087	88.65
Quizartinib	140918	1.496	65.34
Quizartinib	140918	3.99	71.85
Quizartinib	140918	9.975	43.49
Quizartinib	140918	24.94	28.99
Quizartinib	150108	0.0021	85.52
Quizartinib	150108	0.00519	47.34
Quizartinib	150108	0.00998	88
Quizartinib	150108	0.02992	104.53
Quizartinib	150108	0.0798	80.12
Quizartinib	150108	0.1995	81.69
Quizartinib	150108	0.4988	45.16
Quizartinib	150108	0.5087	56.06
Quizartinib	150108	1.496	31.58
Quizartinib	150108	3.99	10.78
Quizartinib	150108	9.975	11.15
Quizartinib	150108	24.94	14.78
Quizartinib	160005	0.0021	100.38
Quizartinib	160005	0.00519	95.72
Quizartinib	160005	0.00998	116.24
Quizartinib	160005	0.02992	101.98
Quizartinib	160005	0.0798	77.74
Quizartinib	160005	0.1995	79.06
Quizartinib	160005	0.4988	81.06
Quizartinib	160005	0.5087	89.47
Quizartinib	160005	1.496	75.39
Quizartinib	160005	3.99	107.62
Quizartinib	160005	9.975	92.36
Quizartinib	160005	24.94	85.43
Vismodegib	130695	0.0021	95.366
Vismodegib	130695	0.0052	61.098
Vismodegib	130695	0.01	66.951
Vismodegib	130695	0.0299	94.756
Vismodegib	130695	0.0798	118.171
Vismodegib	130695	0.1995	84.024
Vismodegib	130695	0.4988	103.049
Vismodegib	130695	0.5087	105.488
Vismodegib	130695	1.496	81.098
Vismodegib	130695	3.99	92.927
Vismodegib	130695	9.975	71.463
Vismodegib	130695	24.94	72.561
Vismodegib	140005	0.0021	67.995
Vismodegib	140005	0.0052	101.884
Vismodegib	140005	0.01	92.633
Vismodegib	140005	0.0299	85.121
Vismodegib	140005	0.0798	67.343
Vismodegib	140005	0.1995	92.174
Vismodegib	140005	0.4988	95.99
Vismodegib	140005	0.5087	105.652
Vismodegib	140005	1.496	62.705
Vismodegib	140005	3.99	65.435
Vismodegib	140005	9.975	59.565
Vismodegib	140005	24.94	64.396
Vismodegib	140899	0.0021	109.77
Vismodegib	140899	0.00519	94.29
Vismodegib	140899	0.00998	126.26
Vismodegib	140899	0.02992	95.95
Vismodegib	140899	0.0798	113.37
Vismodegib	140899	0.1995	107.55
Vismodegib	140899	0.5087	108.69
Vismodegib	140899	0.9975	112.61
Vismodegib	140899	2.993	104.72
Vismodegib	140899	7.98	113.52
Vismodegib	140899	19.95	97
Vismodegib	140899	49.88	100.07
Vismodegib	140903	0.0021	91.43
Vismodegib	140903	0.00519	92.39
Vismodegib	140903	0.00998	103.78
Vismodegib	140903	0.02992	80.71
Vismodegib	140903	0.0798	87.13
Vismodegib	140903	0.1995	87.48
Vismodegib	140903	0.5087	91.63
Vismodegib	140903	0.9975	88.45
Vismodegib	140903	2.993	88.76
Vismodegib	140903	7.98	91.8
Vismodegib	140903	19.95	89.92
Vismodegib	140903	49.88	87.22
Vismodegib	150870	0.0021	95.78
Vismodegib	150870	0.00519	94.89
Vismodegib	150870	0.00998	93.38
Vismodegib	150870	0.02992	101.86
Vismodegib	150870	0.0798	95.39
Vismodegib	150870	0.1995	87.15
Vismodegib	150870	0.5087	88.39
Vismodegib	150870	0.9975	79.66
Vismodegib	150870	2.993	83.99
Vismodegib	150870	7.98	86.5
Vismodegib	150870	19.95	83.47
Vismodegib	150870	49.88	63.62
Vismodegib	150918	0.0021	78.32
Vismodegib	150918	0.00519	87.37
Vismodegib	150918	0.00998	101.01
Vismodegib	150918	0.02992	98.63
Vismodegib	150918	0.0798	98.41
Vismodegib	150918	0.1995	103.9
Vismodegib	150918	0.5087	100.23
Vismodegib	150918	0.9975	100.3
Vismodegib	150918	2.993	105.75
Vismodegib	150918	7.98	94.3
Vismodegib	150918	19.95	100.33
Vismodegib	150918	49.88	83.21
Vismodegib	151009	0.0021	98.03
Vismodegib	151009	0.00519	100.09
Vismodegib	151009	0.00998	128.49
Vismodegib	151009	0.02992	83.2
Vismodegib	151009	0.0798	87.8
Vismodegib	151009	0.1995	98.9
Vismodegib	151009	0.5087	92.77
Vismodegib	151009	0.9975	101.42
Vismodegib	151009	2.993	91.72
Vismodegib	151009	7.98	98.13
Vismodegib	151009	19.95	81.61
Vismodegib	151009	49.88	81.95
Vismodegib	151492	0.0021	83.45
Vismodegib	151492	0.00519	79.25
Vismodegib	151492	0.00998	115.03
Vismodegib	151492	0.02992	127.46
Vismodegib	151492	0.0798	101.7
Vismodegib	151492	0.1995	96.42
Vismodegib	151492	0.5087	88.91
Vismodegib	151492	0.9975	63.15
Vismodegib	151492	2.993	94.36
Vismodegib	151492	7.98	94.9
Vismodegib	151492	19.95	98.21
Vismodegib	151492	49.88	87.39
Vismodegib	151494	0.0021	96.49
Vismodegib	151494	0.00519	69.55
Vismodegib	151494	0.00998	94.33
Vismodegib	151494	0.02992	67.19
Vismodegib	151494	0.0798	66.49
Vismodegib	151494	0.1995	101.28
Vismodegib	151494	0.5087	107.86
Vismodegib	151494	0.9975	109.25
Vismodegib	151494	2.993	89.62
Vismodegib	151494	7.98	106.56
Vismodegib	151494	19.95	77.02
Vismodegib	151494	49.88	53.9
Vismodegib	160025	0.0021	98.95
Vismodegib	160025	0.00519	101.61
Vismodegib	160025	0.00998	99.45
Vismodegib	160025	0.02992	98.85
Vismodegib	160025	0.0798	82.36
Vismodegib	160025	0.1995	117.18
Vismodegib	160025	0.5087	97.85
Vismodegib	160025	0.9975	105.42
Vismodegib	160025	2.993	92.46
Vismodegib	160025	7.98	75.42
Vismodegib	160025	19.95	100.49
Vismodegib	160025	49.88	88.6
Vismodegib	160312	0.0021	86.02
Vismodegib	160312	0.00519	101.85
Vismodegib	160312	0.00998	99.47
Vismodegib	160312	0.02992	92.12
Vismodegib	160312	0.0798	90.92
Vismodegib	160312	0.1995	82.42
Vismodegib	160312	0.5087	83.49
Vismodegib	160312	0.9975	79.23
Vismodegib	160312	2.993	80.14
Vismodegib	160312	7.98	75.32
Vismodegib	160312	19.95	63.35
Vismodegib	160312	49.88	62.88
Vismodegib	160545	0.0021	85.94
Vismodegib	160545	0.00519	97.1
Vismodegib	160545	0.00998	108.32
Vismodegib	160545	0.02992	120.52
Vismodegib	160545	0.0798	100.58
Vismodegib	160545	0.1995	106.49
Vismodegib	160545	0.5087	76.06
Vismodegib	160545	0.9975	101.18
Vismodegib	160545	2.993	99.94
Vismodegib	160545	7.98	107.26
Vismodegib	160545	19.95	98.15
Vismodegib	160545	49.88	92.52
Vismodegib	160616	0.0021	97.83
Vismodegib	160616	0.00519	91.57
Vismodegib	160616	0.00998	115.22
Vismodegib	160616	0.02992	104.96
Vismodegib	160616	0.0798	106.94
Vismodegib	160616	0.1995	90.69
Vismodegib	160616	0.5087	104.12
Vismodegib	160616	0.9975	120.4
Vismodegib	160616	2.993	109.38
Vismodegib	160616	7.98	112.78
Vismodegib	160616	19.95	98.44
Vismodegib	160616	49.88	109.34
Vismodegib	160622	0.0021	90.02
Vismodegib	160622	0.00519	105.06
Vismodegib	160622	0.00998	105.68
Vismodegib	160622	0.02992	98.07
Vismodegib	160622	0.0798	105.16
Vismodegib	160622	0.1995	102.29
Vismodegib	160622	0.5087	110.03
Vismodegib	160622	0.9975	104.37
Vismodegib	160622	2.993	101.56
Vismodegib	160622	7.98	98.93
Vismodegib	160622	19.95	108.1
Vismodegib	160622	49.88	94.02
Vismodegib	160778	0.0021	104.42
Vismodegib	160778	0.00519	93.02
Vismodegib	160778	0.00998	101.01
Vismodegib	160778	0.02992	96.04
Vismodegib	160778	0.0798	95.38
Vismodegib	160778	0.1995	98.84
Vismodegib	160778	0.5087	96.06
Vismodegib	160778	0.9975	109.89
Vismodegib	160778	2.993	95.48
Vismodegib	160778	7.98	90.21
Vismodegib	160778	19.95	82.6
Vismodegib	160778	49.88	86.17
Vismodegib	160781	0.0021	98.31
Vismodegib	160781	0.00519	136.8
Vismodegib	160781	0.00998	128.81
Vismodegib	160781	0.02992	89.35
Vismodegib	160781	0.0798	130.51
Vismodegib	160781	0.1995	104.12
Vismodegib	160781	0.5087	124.46
Vismodegib	160781	0.9975	96.37
Vismodegib	160781	2.993	100.24
Vismodegib	160781	7.98	114.53
Vismodegib	160781	19.95	89.35
Vismodegib	160781	49.88	86.2
Vismodegib	160890	0.0021	103.58
Vismodegib	160890	0.00519	96.73
Vismodegib	160890	0.00998	100.59
Vismodegib	160890	0.02992	105.61
Vismodegib	160890	0.0798	105.24
Vismodegib	160890	0.1995	96.89
Vismodegib	160890	0.5087	98.51
Vismodegib	160890	0.9975	104.55
Vismodegib	160890	2.993	96.41
Vismodegib	160890	7.98	97.96
Vismodegib	160890	19.95	108.91
Vismodegib	160890	49.88	97.11
Vismodegib	161192	0.0021	105.49
Vismodegib	161192	0.00519	64.54
Vismodegib	161192	0.00998	85.76
Vismodegib	161192	0.02992	102.52
Vismodegib	161192	0.0798	96.29
Vismodegib	161192	0.1995	109.05
Vismodegib	161192	0.5087	79.08
Vismodegib	161192	0.9975	106.68
Vismodegib	161192	2.993	66.17
Vismodegib	161192	7.98	74.93
Vismodegib	161192	19.95	82.05
Vismodegib	161192	49.88	56.23
Vismodegib	141018	0.0021	107.38
Vismodegib	141018	0.00519	94.99
Vismodegib	141018	0.00998	76.36
Vismodegib	141018	0.02992	94.24
Vismodegib	141018	0.0798	106.41
Vismodegib	141018	0.1995	100.7
Vismodegib	141018	0.5087	133.87
Vismodegib	141018	0.998	114.59
Vismodegib	141018	2.99	119.12
Vismodegib	141018	7.98	99.3
Vismodegib	141018	20	89.39
Vismodegib	141018	49.9	107.16
Vismodegib	150441	0.0021	91.18
Vismodegib	150441	0.00519	108.82
Vismodegib	150441	0.00998	106.61
Vismodegib	150441	0.02992	102.89
Vismodegib	150441	0.0798	106.79
Vismodegib	150441	0.1995	121.6
Vismodegib	150441	0.5087	102.76
Vismodegib	150441	0.998	111.77
Vismodegib	150441	2.99	102.54
Vismodegib	150441	7.98	98.66
Vismodegib	150441	20	99.53
Vismodegib	150441	49.9	99.05
Vismodegib	150718	0.0021	83.82
Vismodegib	150718	0.00519	95.33
Vismodegib	150718	0.00998	105.16
Vismodegib	150718	0.02992	119.62
Vismodegib	150718	0.0798	115.68
Vismodegib	150718	0.1995	133.97
Vismodegib	150718	0.5087	116.37
Vismodegib	150718	0.998	97.59
Vismodegib	150718	2.99	118.73
Vismodegib	150718	7.98	131.02
Vismodegib	150718	20	133.48
Vismodegib	150718	49.9	100.05
Vismodegib	150793	0.0021	86.44
Vismodegib	150793	0.00519	84.32
Vismodegib	150793	0.00998	82.89
Vismodegib	150793	0.02992	90.76
Vismodegib	150793	0.0798	79.53
Vismodegib	150793	0.1995	85.65
Vismodegib	150793	0.5087	93.2
Vismodegib	150793	0.998	74.14
Vismodegib	150793	2.99	67.89
Vismodegib	150793	7.98	71.36
Vismodegib	150793	20	52.37
Vismodegib	150793	49.9	36.16
Vismodegib	151149	0.0021	86.34
Vismodegib	151149	0.00519	82.12
Vismodegib	151149	0.00998	106.31
Vismodegib	151149	0.02992	98.36
Vismodegib	151149	0.0798	114.88
Vismodegib	151149	0.1995	101.05
Vismodegib	151149	0.5087	92.24
Vismodegib	151149	0.998	95.73
Vismodegib	151149	2.99	116.96
Vismodegib	151149	7.98	84.12
Vismodegib	151149	20	67.9
Vismodegib	151149	49.9	52.49
Vismodegib	151620	0.0021	89.54
Vismodegib	151620	0.00519	88.57
Vismodegib	151620	0.00998	164.93
Vismodegib	151620	0.02992	144.6
Vismodegib	151620	0.0798	140.13
Vismodegib	151620	0.1995	81.57
Vismodegib	151620	0.5087	119.11
Vismodegib	151620	0.998	102.87
Vismodegib	151620	2.99	118.53
Vismodegib	151620	7.98	102.29
Vismodegib	151620	20	97.91
Vismodegib	151620	49.9	85.46
Vismodegib	150749	0.0021	106.82
Vismodegib	150749	0.00519	84.41
Vismodegib	150749	0.00998	95.58
Vismodegib	150749	0.02992	86.51
Vismodegib	150749	0.0798	122.72
Vismodegib	150749	0.1995	121.02
Vismodegib	150749	0.5087	139.01
Vismodegib	150749	0.998	106.98
Vismodegib	150749	2.99	113.73
Vismodegib	150749	7.98	83.95
Vismodegib	150749	20	98.6
Vismodegib	150749	49.9	81.62
Vismodegib	140692	0.0021	127.03
Vismodegib	140692	0.00519	88.23
Vismodegib	140692	0.00998	89.47
Vismodegib	140692	0.02992	109
Vismodegib	140692	0.0798	105.09
Vismodegib	140692	0.1995	112.32
Vismodegib	140692	0.5087	144.11
Vismodegib	140692	0.9975	80.05
Vismodegib	140692	2.993	107.3
Vismodegib	140692	7.98	121.58
Vismodegib	140692	19.95	120.28
Vismodegib	140692	49.88	79.88
Vismodegib	150054	0.0021	91.3
Vismodegib	150054	0.00519	111.6
Vismodegib	150054	0.00998	120.99
Vismodegib	150054	0.02992	91.75
Vismodegib	150054	0.0798	91.52
Vismodegib	150054	0.1995	84.02
Vismodegib	150054	0.5087	89.25
Vismodegib	150054	0.9975	95.22
Vismodegib	150054	2.993	100.85
Vismodegib	150054	7.98	94.77
Vismodegib	150054	19.95	86.18
Vismodegib	150054	49.88	81.46
Vismodegib	150122	0.0021	101.51
Vismodegib	150122	0.00519	111.87
Vismodegib	150122	0.00998	111.03
Vismodegib	150122	0.02992	104.92
Vismodegib	150122	0.0798	115.89
Vismodegib	150122	0.1995	106.77
Vismodegib	150122	0.5087	102.01
Vismodegib	150122	0.9975	113.38
Vismodegib	150122	2.993	99.81
Vismodegib	150122	7.98	100.56
Vismodegib	150122	19.95	100.43
Vismodegib	150122	49.88	83
Vismodegib	150204	0.0021	90.26
Vismodegib	150204	0.00519	129.72
Vismodegib	150204	0.00998	147.48
Vismodegib	150204	0.02992	69.26
Vismodegib	150204	0.0798	69.43
Vismodegib	150204	0.1995	113.66
Vismodegib	150204	0.5087	104.44
Vismodegib	150204	0.9975	81.73
Vismodegib	150204	2.993	118.27
Vismodegib	150204	7.98	107.34
Vismodegib	150204	19.95	101.88
Vismodegib	150204	49.88	47.22
Vismodegib	150412	0.0021	127.79
Vismodegib	150412	0.00519	159.77
Vismodegib	150412	0.00998	129.4
Vismodegib	150412	0.02992	100.97
Vismodegib	150412	0.0798	83.36
Vismodegib	150412	0.1995	105.17
Vismodegib	150412	0.5087	126.49
Vismodegib	150412	0.9975	117.45
Vismodegib	150412	2.993	169.63
Vismodegib	150412	7.98	127.3
Vismodegib	150412	19.95	94.02
Vismodegib	150412	49.88	110.18
Vismodegib	150851	0.0021	93.5
Vismodegib	150851	0.00519	88.42
Vismodegib	150851	0.00998	108.59
Vismodegib	150851	0.02992	106.3
Vismodegib	150851	0.0798	87.18
Vismodegib	150851	0.1995	115.8
Vismodegib	150851	0.5087	82.78
Vismodegib	150851	0.9975	108.55
Vismodegib	150851	2.993	78.01
Vismodegib	150851	7.98	90.89
Vismodegib	150851	19.95	79.64
Vismodegib	150851	49.88	77.13
Vismodegib	151331	0.0021	111.51
Vismodegib	151331	0.00519	105.6
Vismodegib	151331	0.00998	113.74
Vismodegib	151331	0.02992	82.84
Vismodegib	151331	0.0798	99.17
Vismodegib	151331	0.1995	140.45
Vismodegib	151331	0.5087	103.01
Vismodegib	151331	0.9975	117.37
Vismodegib	151331	2.993	124.58
Vismodegib	151331	7.98	64.53
Vismodegib	151331	19.95	100.52
Vismodegib	151331	49.88	86.52
Vismodegib	140700	0.0021	69.83
Vismodegib	140700	0.00519	88.89
Vismodegib	140700	0.00998	78.12
Vismodegib	140700	0.02992	88.56
Vismodegib	140700	0.0798	63.46
Vismodegib	140700	0.1995	117.46
Vismodegib	140700	0.5087	96.9
Vismodegib	140700	0.9975	37.07
Vismodegib	140700	2.993	79.07
Vismodegib	140700	7.98	69.86
Vismodegib	140700	19.95	110.98
Vismodegib	140700	49.88	157.93
Vismodegib	140986	0.0021	74.79
Vismodegib	140986	0.00519	71.94
Vismodegib	140986	0.00998	119.62
Vismodegib	140986	0.02992	96.68
Vismodegib	140986	0.0798	93.65
Vismodegib	140986	0.1995	92.32
Vismodegib	140986	0.5087	109.1
Vismodegib	140986	0.9975	100.28
Vismodegib	140986	2.993	78.2
Vismodegib	140986	7.98	96.4
Vismodegib	140986	19.95	73.18
Vismodegib	140986	49.88	90.24
Vismodegib	140994	0.0021	97.7
Vismodegib	140994	0.00519	69.86
Vismodegib	140994	0.00998	96.2
Vismodegib	140994	0.02992	73.98
Vismodegib	140994	0.0798	74.34
Vismodegib	140994	0.1995	78.76
Vismodegib	140994	0.5087	77.12
Vismodegib	140994	0.9975	93.4
Vismodegib	140994	2.993	70.14
Vismodegib	140994	7.98	79.36
Vismodegib	140994	19.95	89.59
Vismodegib	140994	49.88	277.12
Vismodegib	141065	0.0021	95.87
Vismodegib	141065	0.00519	95.57
Vismodegib	141065	0.00998	112.53
Vismodegib	141065	0.02992	119.09
Vismodegib	141065	0.0798	105.65
Vismodegib	141065	0.1995	109.6
Vismodegib	141065	0.5087	118.54
Vismodegib	141065	0.9975	108.27
Vismodegib	141065	2.993	110.51
Vismodegib	141065	7.98	95.73
Vismodegib	141065	19.95	67.31
Vismodegib	141065	49.88	58.26
Vismodegib	141110	0.0021	94.36
Vismodegib	141110	0.00519	110.78
Vismodegib	141110	0.00998	83.33
Vismodegib	141110	0.02992	145.58
Vismodegib	141110	0.0798	73.5
Vismodegib	141110	0.1995	103.16
Vismodegib	141110	0.5087	88.52
Vismodegib	141110	0.9975	62.09
Vismodegib	141110	2.993	73.88
Vismodegib	141110	7.98	144.69
Vismodegib	141110	19.95	62.65
Vismodegib	141110	49.88	80.47
Vismodegib	150017	0.0021	99.2
Vismodegib	150017	0.00519	102.83
Vismodegib	150017	0.00998	87.56
Vismodegib	150017	0.02992	117.95
Vismodegib	150017	0.0798	91.62
Vismodegib	150017	0.1995	102.33
Vismodegib	150017	0.5087	96.18
Vismodegib	150017	0.9975	92.46
Vismodegib	150017	2.993	96.62
Vismodegib	150017	7.98	96.98
Vismodegib	150017	19.95	104.2
Vismodegib	150017	49.88	104.54
Vismodegib	141059	0.0021	89.96
Vismodegib	141059	0.00519	103.46
Vismodegib	141059	0.00998	96.44
Vismodegib	141059	0.02992	108.19
Vismodegib	141059	0.0798	102.03
Vismodegib	141059	0.1995	103.42
Vismodegib	141059	0.5087	103.25
Vismodegib	141059	0.9975	93.68
Vismodegib	141059	2.993	90.86
Vismodegib	141059	7.98	94.31
Vismodegib	141059	19.95	89.68
Vismodegib	141059	49.88	85.93
Vismodegib	140630	0.0021	96.37
Vismodegib	140630	0.00519	89.49
Vismodegib	140630	0.00998	95
Vismodegib	140630	0.02992	99.09
Vismodegib	140630	0.0798	86.53
Vismodegib	140630	0.1995	84.75
Vismodegib	140630	0.5087	101.23
Vismodegib	140630	0.9975	95.64
Vismodegib	140630	2.993	81.82
Vismodegib	140630	7.98	94.94
Vismodegib	140630	19.95	85.64
Vismodegib	140630	49.88	88.32
Vismodegib	140690	0.0021	82.3
Vismodegib	140690	0.00519	99.82
Vismodegib	140690	0.00998	102.69
Vismodegib	140690	0.02992	71.2
Vismodegib	140690	0.0798	97.79
Vismodegib	140690	0.1995	82.87
Vismodegib	140690	0.5087	101.73
Vismodegib	140690	0.9975	52.3
Vismodegib	140690	2.993	80.03
